timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-09-03T22:03:10,small_cuda_trial0,46c3e563-ea64-4efd-8d71-68a421479b2c,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,8.305863699875772,0.0018232046404991799,0.00021950813381713078,58.33265969936508,12.267863248223954,20.0,0.002118915645834,0.0004744181573137496,0.0007240989422231601,0.0033174327453709086,0.0,Thailand,THA,bangkok,,,Windows-11-10.0.26200-SP0,3.13.14,3.3.0,6,AMD Ryzen 5 7600 6-Core Processor,1,1 x NVIDIA GeForce RTX 4070 SUPER,100.5014,13.754,31.103504180908203,machine,0.0,36.5,75.39999999999999,23.451449712117512,N,1.0,0.0
