timestamp,project_name,run_id,experiment_id,duration,emissions,emissions_rate,cpu_power,gpu_power,ram_power,cpu_energy,gpu_energy,ram_energy,energy_consumed,water_consumed,country_name,country_iso_code,region,cloud_provider,cloud_region,os,python_version,codecarbon_version,cpu_count,cpu_model,gpu_count,gpu_model,longitude,latitude,ram_total_size,tracking_mode,cpu_utilization_percent,gpu_utilization_percent,ram_utilization_percent,ram_used_gb,on_cloud,pue,wue
2026-09-03T22:16:09,small_cuda_trial0,df09d730-8abc-4ac9-8005-af4f8cceb204,5b0fa12a-3dd7-45bb-9766-cc326314d9f1,7.146429999964312,0.0014372681331704393,0.0002011169399515026,52.654524270222446,10.172105230008496,20.0,0.0016441061166670005,0.00033966527173046046,0.0006314261944434191,0.0026151975828408807,0.0,Thailand,THA,bangkok,,,Windows-11-10.0.26200-SP0,3.13.14,3.3.0,6,AMD Ryzen 5 7600 6-Core Processor,1,1 x NVIDIA GeForce RTX 4070 SUPER,100.4638,13.6984,31.103504180908203,machine,0.0,6.4,69.66,21.66581802368164,N,1.0,0.0
